"nypy","name","address","pimpinan_yayasan","operator_yayasan","kode_pos","no_pendirian_yayasan","tgl_pendirian_yayasan","num_schools"
"AE2661","YAYASAN TRIBHAKTI SIDOARJO","JL KALITENGAH SELATAN, KALITENGAH, Kec. Tanggulangin, Kab. Sidoarjo Prov. Jawa Timur","H. DJAWAD DZ","Erina arif fikriyah","61272","141","20 Oct 1968","2"
"AG5683","Yayasan Nurul Falah Sunyar","Jalan Raya Sunyar, -, Kec. Kutawaluya, Kab. Karawang Prov. Jawa Barat","Moh.Zen, S.Pd.I","Tohani","41358","16","29 Aug 2008","1"
"AH4277","SMA JAM'IYAH ISLAMIYAH","JLN. MERDEKA, NO. 28, TANJUNG PINANG, Kec. Tanjung Batu, Kab. Ogan Ilir Prov. Sumatera Selatan","ZULFAHMI, S.Ag","ROZALI","30664","307","23 Oct 1999","1"
"AA1546","yayasan pendidikan avicena","jl.raya tenjo km.02 bogor, Tenjo, Kec. Tenjo, Kab. Bogor Prov. Jawa Barat","Isnaeni","AGUS SUPRIYANTO","","002","01 Jan 2001","1"
"AL7839","Pesantren Putri KHA. WAHID HASYIM","Tongkol 32, -, Kec. Bangil, Kab. Pasuruan Prov. Jawa Timur","A. Wildan Kha. Amr., S.Pd.I., MM.","Muhammad Sakroni","67153","C-119.HT..03.01.TH.1997","31 Oct 1997","7"
"AM7849","Yayasan Pendidikan Dan Sosial Insan Karya Bhakti","Jl. Karya Bhakti Km. 03, -, Kec. Sukanagara, Kab. Cianjur Prov. Jawa Barat","H. A. Suparman Irawadi","Iwan Kurniawan","43264","No. 3","06 Oct 2012","3"
"AI0153","Yayasan Pendidikan Islam TRIMULIA","Jl. H. Adam Malik No.1, petukangan selatan, Kec. Pesanggrahan, Kota Jakarta Selatan Prov. D.K.I. Jakarta","Hj. Elma Gusni","","12270","001/YPI.TM/IX/1990","20 Dec 2014","1"
"AD9530","YAYASAN PENDIDIKAN DIPONEGORO","Jln. Cempaka No.2, Pengkol, Kec. Penawangan, Kab. Grobogan Prov. Jawa Tengah","NYAMIN SUSANTO, S.Pd, M.Pd","SUYANTO","56161","01","30 Jul 2010","1"
"AO3696","DARUD DA'WAH WAL - IRSYAD","JL. LANTO DG PASEWANG NO 213 KASSI, TONROKASSI  BARAT, Kec. Tamalatea, Kab. Jeneponto Prov. Sulawesi Selatan","MUHAMMAD AMIN, S.Ag, MM","Syamsinar Bahrun","92351","","","1"
"AN8914","YAYASAN AL-HADAR","KAMPUNG RUKEM, -, Kec. Tambun Selatan, Kab. Bekasi Prov. Jawa Barat","H. DARMUJI, M.Pd.","UJI ABU THOLIB, BIBM","17510","02/SMPIT-TIS/II/2012","02 Feb 2012","4"
"AK8881","Yayasan Ilmiah Pusat Kendari",", Mataiwoi, Kec. Wua-Wua, Kota Kendari Prov. Sulawesi Tenggara","dr. Juriadi Paddo","Ketut Suwardika","","08604/1123.1/I.82","22 Jun 2014","2"
"AJ7304","Yayasan KH Zainal Muhsin","KHZ Musthafa, Sukarapih, Kec. Sukarame, Kab. Tasikmalaya Prov. Jawa Barat","Dr. H. Aam Abdusalam,M.Si.","OPAN SOPANDI","46461","01","02 Jun 2014","1"
"AL8197","YAYASAN SALAFIYAH SYAFI'IYAH","JL KH ABD RAHMAN JL NO 28, -, Kec. Tempurejo, Kab. Jember Prov. Jawa Timur","h. hamdan","Misbahul Alif Hidayat","68173","6300/104.74/1986","01 Jul 1986","2"
"AD7658","Al Jannah Darussalam","komplek Bank Bumi Daya Blok C2 No 226, Cimanggis, Kec. Cimanggis, Kota Depok Prov. Jawa Barat","Herawati Sudirman","UJANG KHOLID","16952","C-2958.HT.01.02.TH 2006","02 Nov 2006","1"
"AG1753","AL MUHYIDDIN","BAGOANG, CIKEUSAL, Kec. Cikeusal, Kab. Serang Prov. Banten","ENCUP SUPARDI","NENDEN DELVIA NINGSIH","42175","96","20 Mar 2014","1"
"AW9814","YAYASAN AL-FAT MUKOMUKO","Jl. Lintas Barat Sumatra, Desa Air Buluh, -, Kec. Ipuh, Kab. Muko-muko Prov. Bengkulu","MUTASIM","Untung Hartono","38364","04","10 Oct 2016","2"
"AJ2686","Yayasan Pendidikan Latanro Puang Buttu","Jl. Gn.Lompobattang No. 19 Enrekang, Galonta, Kec. Enrekang, Kab. Enrekang Prov. Sulawesi Selatan","H. Masrur Makmur Latanro","ZULKIFLI","91712","105/KEP/I06/H/90","06 Jan 1990","1"
"AM9670","YAYASAN PIUS PURWOREJO","Jl. Prof. Dr. N Driyarkara, No. 4 Purworejo, -, Kec. Purworejo, Kab. Purworejo Prov. Jawa Tengah","APOLONARIS SETARA, FC","Valentinus Adi Nugraha","54111","408/A.1-YP/SL/XI.1996","13 Dec 1927","3"
"AG1572","YAYASAN SIROJUL ULUM","KP. KAYU PUTIH, RAWA BONI, Kec. Pakuhaji, Kab. Tangerang Prov. Banten","Drs. MANSUR","","15570","48","26 Dec 2001","1"
"AH7996","SEMINARI SAN DOMINGGO","Jl. Trans Flores Larantuka, Hokeng Jaya, Kec. Wulang Gitang, Kab. Flores Timur Prov. Nusa Tenggara Timur","RM. DR. GEORGIUS HARIAN LOLAN, PR, SFILL","wilhelmus Kedang","86253","DUA/1969","30 Apr 1969","1"
"AM5034","DARUSSALAM KOPANG","Jln. Bung Hatta Kopang, KOPANG REMBIGA, Kec. Kopang, Kab. Lombok Tengah Prov. Nusa Tenggara Barat","TGH. LALU AHMAD SOEPARLAN, MA","HARIYANTO, S.Pd","83553","305/I20.64/C/90","07 Apr 1990","2"
"AD3892","YPAI Rahayu",", RAHAYU, Kec. Margaasih, Kab. Bandung Prov. Jawa Barat","H.EA.SOEHARA M","Muhamad Handi","","11 Yuniardi, SH","16 Mar 2009","3"
"AB7243","HKBP","Sibuntuon Parpean, -, Kec. Lintongnihuta, Kab. Humbang Hasudutan Prov. Sumatera Utara","Daulat Pasaribu","EBEN SIHOMBING","22475","18161105/A/1987","12 Jul 1983","1"
"AO2306","syamsul ma'arif asri","Jln. Gatot Subroto No. 76, IBUH, Kec. Payakumbuh Barat, Kota Payakumbuh Prov. Sumatera Barat","ARMELIA PILIANG","Rainatu Chalbi","26229","0789/9876/amnh","10 Jul 1989","1"
"AI9032","YAYASAN PENDIDIKAN AL ANHAR",", KARANG PAUH, Kec. Bayang, Kab. Pesisir Selatan Prov. Sumatera Barat","ROSDI","AFRI MAIDIDO","","KPTS.081.08.R.1992","09 May 1992","1"
"AL8583","HIDAYATUT THULLAB AL-MAS'UDI","DS. BAPELLE, BAPELLE, Kec. Robatal, Kab. Sampang Prov. Jawa Timur","K.H. WAHYUDI, Lc","ISMAIL, S.Pd, M.Pd","69254","AHU-3243.AH.01.04","01 Jul 2003","1"
"AL2407","Referencia Aurora","Jl. Somadiwangsa No. 1, -, Kec. Pasirkuda, Kab. Cianjur Prov. Jawa Barat","NUANZA PINANGGITA AURORA","Agus Setiawan Mulyadi","43265","1","01 Aug 2023","1"
"AE4898","YAYASAN SEJAHTERA PRIGEN","Jalan Raya No. 25, -, Kec. Prigen, Kab. Pasuruan Prov. Jawa Timur","GUNARSO","Toriza Yuli Pratama","67157","003","12 Nov 2015","2"
"AW9974","Yayasan Kejayaan Islam Khatulistiwa Pontianak","Jalan Ayani Pontianak, -, Kec. Pontianak Tenggara, Kota Pontianak Prov. Kalimantan Barat","H. Bastiansyah Hamid","Gusti Muhammad Sukma, SE","78122","154","29 May 2019","5"
"AJ5695","Yayasan Roudhatus sakinah","Jl.Damai Bhakti, Karang Harapan, Kec. Tarakan Barat, Kota Tarakan Prov. Kalimantan Utara","Ir.Yancong","Hanik chamidah","77118","2006","10 Jan 2006","3"
"AW9592","YAYASAN BHAKTI BANGSA MEDIKA PROBOLINGGO","Jl. Diponegoro No. 02  Kota Probolinggo, -, Kec. Mayangan, Kota Probolinggo Prov. Jawa Timur","Drs. Sujono, MM","MUJALAL","67219","111","21 Dec 2018","1"
"AJ3021","Lembaga Bina Muallaf-Kaum Dhuafa'","Jalan Banteng Anduonohu Lama, Rahandouna, Kec. Poasia, Kota Kendari Prov. Sulawesi Tenggara","Drs. Muchtar Badawi, MA","Rizqi Mulida M","","","16 May 2014","1"
"AF6724","Raudhah Ath-Thalibin","Jln.Pendidikan No 17 Pao, Pao, Kec. Tarowang, Kab. Jeneponto Prov. Sulawesi Selatan","A.Baharuddin,S.Pdi","Bojes","92361","C-584.HT.03.01.Th.2008","07 Jan 2008","1"
"AD7943","YAYASAN IBNU SIENA MULIA","Jl. Siliwangi No. 41, Kahuripan, Kec. Tawang, Kota Tasikmalaya Prov. Jawa Barat","Ketut Eko Ari Saputro, S.Si., M.Si","Amin Sulthon Alhaq Mawardi","46115","19","16 Jan 2020","2"
"AH6991","Yayasan Pendidikan Nurkarya Tidung","Jln. Hertasning No 106, Bonto Makkio, Kec. Rappocini, Kota Makassar Prov. Sulawesi Selatan","H.Nurdin Dg Rapi","AHMAD FAUZAN HAIRI","90222","84","30 Aug 1981","3"
"AA1625","AL-MUHTAR PABUARAN","Jl. CIGUNUNGHERANG, BANTARASARI, Kec. Pabuaran, Kab. Sukabumi Prov. Jawa Barat","TATI HARTINI","Jenal Mustofa","43173","001/2011","10 Jan 2011","2"
"AC8775","Pimpinan Daerah Muhammadiyah (PDM) Kab. Nabire","Jl. Panti Asuhan, -, Kec. Siriwo, Kab. Nabire Prov. Papua Tengah","H. Ruslan Pannunu","Junaedi, S.Pd","98813","23628/ MPK /72","24 Jul 1974","4"
"AM7952","Yayasan Pondok Pesantren Danul Falah","Jl. Raya Pintu Cisangkuy Wetan Dodik  Wetan, -, Kec. Pangalengan, Kab. Bandung Prov. Jawa Barat","Hj. Enung Daruriyah, M.Pd","ATEP RUSIWA","40378","C-3900.HT.02.TH 2007","21 Nov 2007","4"
"AW7770","Yayasan Miftahul Muawanah Cigedug","Kp. Cigedug Tonggoh, -, Kec. Cigedug, Kab. Garut Prov. Jawa Barat","Asep Miftah Farid S.Pd","RENDI FIRMANSYAH","44116","53","20 Jun 2020","2"
"AH1995","YAYASAN SELAMAT AMANAH PERGURUAN HARAPAN BANGSA","DARMOSARI, TANJUNG BARU, Kec. Tanjung Morawa, Kab. Deli Serdang Prov. Sumatera Utara","Peltu. H. SELAMAT, S.Pd","LILIANA OCTAVIA","20362","1","10 Jun 2014","5"
"AB1836","Yayasan Al-Arham","Mangga No: 35, -, Kec. Jetis, Kab. Ponorogo Prov. Jawa Timur","H. Zainal Arifin, S.Ag","MOHAMAD ROMDONI","63473","12 Thn 1989","18 Jan 1989","4"
"AD2512","Agung Mandiri","Jl. Sunan Giri No. 5A, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur Prov. D.K.I. Jakarta","Drs. H. Rachmat Suwarno, M.BA.","UDIN MAHMUDIN","13220","12","30 Oct 2001","1"
"AA1887","LEMBAGA PENDIDIKAN MAARIF","Jl. Perintis Kemerdekaan, Jebrod, Kec. Cilaku, Kab. Cianjur Prov. Jawa Barat","Drs. Yaniyulloh, MAg.","Komalasari","43285","","20 Jan 1980","1"
"AG7536","Yayasan Pendidikan Catur Tunggal","Jl. Raya Timur Km. 7 Ngrampal, Sragen. 57252, -, Kec. Ngrampal, Kab. Sragen Prov. Jawa Tengah","Dr. Gatot Supadi, MBA.,MM.","SUYATNO","57252","No. 30 Tahun 2019","01 Jun 1996","1"
"AI5200","Yayasan Pendidikan Satria Bareng","JL.Dr.Soetomo 03 Banjaragung - Bareng, Banjaragung, Kec. Bareng, Kab. Jombang Prov. Jawa Timur","Saptanawati","CETA INDRA LESMANA","61474","10","10 May 1985","1"
"AL4333","Khoirun Nisa el Safa","Jl. Kesadaran I, -, Kec. Bojongsari, Kota Depok Prov. Jawa Barat","KH. Ahmad Rifky Umar Said, S.Pd.I","Renaldi Kurniawan","16517","04","17 Mar 2009","3"
"AB6434","Yayasan Reis Cendikia","Jln Prima Pasar VII, -, Kec. Percut Sei Tuan, Kab. Deli Serdang Prov. Sumatera Utara","Wirdah Rahmih Nasution","Diki Shaleh Hasibuan","20371","22","03 Jul 2014","3"
"AA9307","YPLP DM PGRI JT KAB. BREBES","JL. TAMAN SISWA NO.7 BREBES, BREBES, Kec. Brebes, Kab. Brebes Prov. Jawa Tengah","DR. H. ANGKATNO,SH.MPd","KIKI PRASETYO,S.Kom","52212","21","31 Mar 1980","1"
"AL6832","Yayasan Global Cendekia Surabaya","Jl. Makarya Binangun Blok A/21 Sidoarjo, Janti, Kec. Waru, Kab. Sidoarjo Prov. Jawa Timur","Lilis Sulistyowati, S.Pd","Ariono","61256","9","01 Dec 2016","1"
"AM5176","YAYASAN ATTAHKIMISSORIHK NW PERMATAN","JL. Lb. Lombok - Sambelia, -, Kec. Pringgabaya, Kab. Lombok Timur Prov. Nusa Tenggara Barat","H. M. SAUPI PUTAQI, QH, M.Pd.I","Toyibun Napiq","83655","43","28 Feb 2017","1"
"AL3623","Yayasan Pendidikan Nurul Ilmi Perti","Jl. Cengkong, Cengkong, Kec. Purwasari, Kab. Karawang Prov. Jawa Barat","Drs. H. Edy Junaedi","Suci Rahmadani","41375","503/11524-BPMK","30 Mar 2017","2"
"AD4193","YAYASAN BIDAYATUL FAIZIN FAUZAN LIMA","Kp. Negla, -, Kec. Cikajang, Kab. Garut Prov. Jawa Barat","KH.A.Nunur Nasrul Qodir, S.Pd.I.","Aliyudin","44171","08","12 Oct 2013","2"
"AF7351","YAYASAN MASSITURU STAR","JL. URIP SUMOHARJO NO. 21, PANAIKANG, Kec. Panakukkang, Kota Makassar Prov. Sulawesi Selatan","Drs. M. ARIFIN DANGNGA, M.Pd.","","90231","102","31 Dec 1999","1"
"AL6876","Yayasan Pondok Pesantren Darut Tauhit","Jl. Pondok Pesantren, Pakis, Kec. Trowulan, Kab. Mojokerto Prov. Jawa Timur","KH. SYAFI'I","Luluk Nur Indah Kusumawardani","61362","","21 Mar 2016","1"
"AA0679","YPLP DIKdasmen DKI Jakarta","Jl. TB. Simatupang No.48 A, Tanjung Barat, Kec. Pasar Minggu, Kota Jakarta Selatan Prov. D.K.I. Jakarta","Drs. H. Tatang Sutarsa M.Pd","UMY MA'ARIFAH","","29","19 Jul 2012","2"
"AA0125","PENDIDIKAN CAHAYA KUDUS","JLN. BLOK IX 129 - 131 MUARA KARANG, PENJARINGAN, Kec. Penjaringan, Kota Jakarta Utara Prov. D.K.I. Jakarta","FIANNY SUHENDRO","","14450","C-H.01.09.154","28 Apr 2006","1"
"AX3395","YAYASAN PENDIDIKAN BHAKTI LUHUR","Jl. Raya Bawomataluo, Desa Bawonahono, -, Kec. Fanayama, Kab. Nias Selatan Prov. Sumatera Utara","SORTA DELIMA TOBING,SH., M.Si","SILIUS BUULOLO","22865","113","22 Jul 2014","1"
"AO4413","YAYASAN PENDIDIKAN THOMAS","Jln. Kesehatan No.01, -, Kec. Alok Timur, Kab. Sikka Prov. Nusa Tenggara Timur","ROBY M.P. KEUPUNG, SE","MARIA NURMANITA","86111","43","22 May 1987","4"
"AN6311","Yayasan Babussalam","Jln. Braja Kuning No. 1 Montong Sari, -, Kec. Jerowaru, Kab. Lombok Timur Prov. Nusa Tenggara Barat","Dr. Ir. Lemen Arjiman, M. Pd.","MUHAMAD ZUHDI","83676","09","19 Dec 2008","4"
"AF0727","Bina Umat Persada","Sudirman, Pebenaan, Kec. Keritang, Kab. Indragiri Hilir Prov. Riau","Drs.H. Zubair","zubair","29274","28","10 Dec 2011","2"
"AI1609","YAYASAN BABUS SALAM PANGURAGAN","Jl. Nyi Mas Gandasari No.02, Panguragan Wetan, Kec. Panguragan, Kab. Cirebon Prov. Jawa Barat","Drs. NANA JUNARNA","Muh.Athoillah, S.Ag","45163","001/YBS.PW/VI/2009","05 Jun 2009","2"
"AC7643","YAYASAN PENDIDIKAN TRI DHARMA DOMPU","Jln,Udang,kelurahan Bali I, BALI I, Kec. Dompu, Kab. Dompu Prov. Nusa Tenggara Barat","H.ALI ABDULLAH","ERMAN HARIRUSTAMAN","84213","342/ I.20C4/0/1989","28 Mar 1986","2"
"AF1636","YAYASAN KASIH IBU","JL. DIPONEGORO NO. 355, PETALING JAYA, Kec. Sungai Gelam, Kab. Muaro Jambi Prov. Jambi","Drs. BAMBANG SUBAGYO","","36668","1096/110/7/MN/1996","15 Nov 1996","1"
"AA6261","Yayasan Perguruan Karya Bhakti Purbalingga","Jl. Letjend S Parman no 53 Purbalingga, Penambongan, Kec. Purbalingga, Kab. Purbalingga Prov. Jawa Tengah","Wisnudi Bargowo","Mey Setyawati","","","10 Jun 2014","1"
"AB2499","YPPP AL HUDA","JL. RAYA KLAKAH PATOKPICIS WAJAK, PATOKPICIS, Kec. Wajak, Kab. Malang Prov. Jawa Timur","KH.MUSTAFIDZ RAHMAN","Moh. Wanto","65173","294","27 Jun 1994","2"
"AE4595","YAYASAN PENDIDIKAN USMANI","Jl. Sunan Ampel 02 B Putukrejo, -, Kec. Gondanglegi, Kab. Malang Prov. Jawa Timur","Drs. H. HAMIM KHALILI, M.Ag","Muhammad Ala'uddin","65174","Nomer Akta 02","03 Feb 2015","3"
"AN1106","YPPRT","JL.PUK NO 556, BALENREJO, Kec. Balen, Kab. Bojonegoro Prov. Jawa Timur","H. ABDULLOH HILMI ALDJUMADI","AHMAD IKMAL","62182","948","03 Jun 2010","1"
"AC3917","Yayasan Pendidikan Nurul Haq Samarinda","Jl. Mugirejo Gg Mukhlis No. 01, Mugirejo, Kec. Sungai Pinang, Kota Samarinda Prov. Kalimantan Timur","Ir. H Husni Muttaqin","Syafrizal Akbar","75119","183","20 Aug 1991","2"
"AN7935","Widya Manggala Bakti Jaya","Jalan Mujahidin, Rambutan, Kec. Ciracas, Kota Jakarta Timur Prov. D.K.I. Jakarta","Mahendra Putra Situmeang","Muhammad Nur Arifin","","Kep. 332 A/101.A1.190","24 Dec 2014","1"
"AA2786","YAYASAN PENDIDIKAN TEKNOLOGI MANDIRI","Jln. Mars Utara VII Nomor 10 Metro Kota Bandung, -, Kec. Rancasari, Kota Bandung Prov. Jawa Barat","Hj. Tati Rusmiati, Dra. MM","Adie Ahmad Fakhruddinsyah","40286","06","18 Nov 2011","1"
"AL8334","LP MA'ARIF NU CABANG JEMBER","IMAM BONJOL 14 A, -, Kec. Kaliwates, Kab. Jember Prov. Jawa Timur","HM. SUYITNO, M.Pd","Moh. Nur Holis","68133","0","31 Jan 1926","93"
"AE4589","DARUL ULUM","JL. SUKOSARI NO. 27, SUKOSARI, Kec. Gondanglegi, Kab. Malang Prov. Jawa Timur","ZAHID LATIFI","M. Ainul Yaqin","65174","08","21 Sep 2000","2"
"AJ6838","YAYASAN LP3 CHARISMA",", Cimacan, Kec. Cipanas, Kab. Cianjur Prov. Jawa Barat","SEMOE DJAYA","RANDI HENDRIANSYAH","","PEM-572/WPJ.09/KP.0603/2004","14 Apr 2004","1"
"AA1042","YPI AR-RAHMAH USMANIYAH","JL. PAHLAWAN KOMARUDIN UJUNG KRAWANG, Pulo Gebang, Kec. Cakung, Kota Jakarta Timur Prov. D.K.I. Jakarta","Drs. H. A. Zarkasyi Usman, MA","TRINOTO","13950","AHU-1842","03 Nov 2014","1"
"AO1426","Pondok Pesantren Darul Karomah","Jl Letjen Sutoyo, Mandaran Rejo, Kec. Panggungrejo, Kota Pasuruan Prov. Jawa Timur","KH MUSTAIN HAMID","Amirul Izzul Haq","67123","512335750011","07 Apr 2003","2"
"AB4199","TAMAN PENDIDIKAN ISLAM ATTANWIR SAMPANG","JL.PEMUDA BARU, -, Kec. Sampang, Kab. Sampang Prov. Jawa Timur","A. MUQIMUL HAQI","ADI SYAIFUL RAHMAN","69211","88","18 Feb 2016","2"
"AW8754","YAYASAN PESANTREN TERPADU AL-MUJADDID KOTA SABANG","Jl. Maimun Saleh, -, Kec. Sukajaya, Kota Sabang Prov. Aceh","Irsalullah Yusuf, S. Th. I","Chairil","23522","05","19 Aug 2020","2"
"AI9408","Putri Tujuh Ujungbatu","Jl. Jendral Sudirman, Pematang Tebih, Kec. Ujung Batu, Kab. Rokan Hulu Prov. Riau","Hasbiallah","Muhammad Al Akbar","28454","310","01 Apr 2011","3"
"AK7657","YAYASAN PONDOK PESANTREN HIDAYATULLAH","Jl. Jend Ahmad Yani, -, Kec. Kuaro, Kab. Paser Prov. Kalimantan Timur","Nasrudin, S.Pd.I","Yusuf Abdullah","76281","06","17 Jul 2012","4"
"AJ3705","Yayasan Pendidikan Islam Al Munawara Soromandi","Jl. Pantura Soromandi, Kananta, Kec. Soromandi, Kab. Bima Prov. Nusa Tenggara Barat","dr. Warahmatillah","Dedi Wahyudin","84162","15","11 Feb 2016","1"
"AJ9875","SHOLIHIYYAH KALITENGAH","Kalitengah Mranggen Demak, Kalitengah, Kec. Mranggen, Kab. Demak Prov. Jawa Tengah","Nahrowi Yusuf","Abdur Rochman Khakim","59567","421.3/784/2008","02 May 2008","1"
"AF4852","Yayasan Badan Wakaf Pondok Modern An-Najah Cindai Alus","Jl. Cindai Alus No.20, Cindai Alus, Kec. Martapura, Kab. Banjar Prov. Kalimantan Selatan","H. Ahmad Sarkawi, S.Pd.I","Yasin, S.Pd","","AHU-0044859.AH.01.04","25 Nov 2016","8"
"AM4326","YAYASAN PENDIDIKAN GUNUNG SARI MAKASSAR","JL. SULTAN ALAUDDIN. MAKASSAR No. 239, -, Kec. Rappocini, Kota Makassar Prov. Sulawesi Selatan","H. SYAMSU ALAM .BA","Abd Bashar","90221","No 07. NOTARIS ANDI ASRUL SUKMA, SH.,M.KN","22 Jun 1987","2"
"AF9008","PONPES BIRRUL WALIDAIN NW RENSING","JALAN HAMZANWADI BUNUT BAOK , RENSING, Kec. Sakra Barat, Kab. Lombok Timur Prov. Nusa Tenggara Barat","TGH. MUH. YUSUF MAKMUN","MOCH. KHAIRURROZIKIN","83671","090","20 May 2000","3"
"AB6897","Yayasan Pendidikan Swasta Daerah Air Joman","Jl. Pasar XII Binjai Serbangan, -, Kec. Air Joman, Kab. Asahan Prov. Sumatera Utara","NASIB RAYADI","Putra Budiman","21263","29","11 Aug 1998","2"
"AC5775","YAYASAN JAS MULIA","Jln. Trans Sulawesi, Minanga Tallu, Kec. Sukamaju, Kab. Luwu Utara Prov. Sulawesi Selatan","Ir. Dewi Sartika Pasande, M.Sc","ALBER FAJAR PAGALLA","92963","65.-","13 Mar 2018","1"
"AJ6654","Yayasan Perguruan Taman Pelajar Sukabumi","Jl. Cigadog, Tenjolaya, Kec. Cicurug, Kab. Sukabumi Prov. Jawa Barat","Imran Wardiansyah, S.Pd.I.,MM.","Muhamad Alvin Alghifari","43359","08","21 Feb 2014","1"
"AD7802","YPI AL-MUHTADIN","Jl. Raya Cipayung No.1, Cipayung, Kec. Cipayung, Kota Depok Prov. Jawa Barat","Saefudin Zuhri, S.Ip","Mahardhika","16437","24","25 Sep 1997","1"
"AO3869","Pimpinan Daerah Muhammadiyah (PDM) Kota Makassar","Jl. Gunung Lompobattang No. 201, -, Kec. Manggala, Kota Makassar Prov. Sulawesi Selatan","Drs. Muh. Anwar Zainuddin, MM","Ihrul Rum Saputra","00000","1002/II-27/SW.S/1978","25 Dec 1978","99"
"AD0912","PUTRA JAYA BATAM","KOMPLEK TIBAN MAS ASRI BLOK B No. 9-17 JALAN GAJAH MADA, Patam Lestari, Kec. Sekupang, Kota Batam Prov. Kepulauan Riau","Yuliati","Slamet Dardiri","29427","AHU-1350.AHA01042011","12 Apr 2007","2"
"AF9204","PONDOK PESANTRE RAHMATULLAH","JALAN LINTAS PENDIDIKAN 45-46, DOROMELO, Kec. Manggelewa, Kab. Dompu Prov. Nusa Tenggara Barat","H.KAMLUDIN.S.Ag","","84262","45-46","27 Jul 2008","1"
"AI5030","YAYASAN PONDOK PESANTREN ROUDLOTUL HIKMAH","Jalan Pendidikan 09, Pangkah Kulon, Kec. Ujung Pangkah, Kab. Gresik Prov. Jawa Timur","KH. MOH. LATIF, S.T., M.Si.","FATHONI","61154","17","14 Jun 2008","1"
"AF7363","YAYASAN BABUSSALAM","JL.ABDULLAH DG.SIRUA NO 346, PAROPO, Kec. Panakukkang, Kota Makassar Prov. Sulawesi Selatan","Hj.MINCE WAHAB","Hamid, S.E.","90232","163","22 Oct 1986","3"
"AF7191","YAYASAN PENDIDIKAN BUNTU MASAKKE","Jl. Poros Makale-Sangalla', -, Kec. Sangalla, Kab. Tana Toraja Prov. Sulawesi Selatan","Julianus Sampe, SE","Matius Marno Girik Allo,S.Pd","91811","02,TGL 13-09-2015","13 Sep 2005","2"
"AI0090","YAYASAN AL JABR CENTER","Jl. Bango 2 No. 34 Pondok Labu, -, Kec. Cilandak, Kota Jakarta Selatan Prov. D.K.I. Jakarta","IR. SOEHARTANTO","Feri Yono","12450","82","24 Mar 2004","5"
"AE6563","Yayasan Dharma Wanita Universitas Negeri Surabaya","Gedung Rektorat Lt.10 Kampus Unesa Lidah, -, Kec. Lakarsantri, Kota Surabaya Prov. Jawa Timur","Dra. Endah Purnomowati, M.Pd","SINTA PUTRI DAMAYANTI","60231","22","12 Jan 1998","11"
"AJ3445","Yayasan Ponpes Darul Abror NW Kuta","By Pass Kuta-Awang KM.03, Desa Kuta, Kec. Pujut, Kab. Lombok Tengah Prov. Nusa Tenggara Barat","IHWAN SUTRISNO, S.Pd","AKHMAD ZAINI","83573","11","30 Jan 2012","1"
"AB7973","YAYASAN AVALOKITESVARA PEMATANGSIANTAR","JL PEMATANG SK I/77, SIMALUNGUN, Kec. Siantar Selatan, Kota Pematangsiantar Prov. Sumatera Utara","BHIKSUNI YONG CEN","","21121","","20 May 1986","1"
"AD7522","Teratai Putih Global","Jl. Kampus Teratai Putih No. 1, Cimuning, Kec. Mustika Jaya, Kota Bekasi Prov. Jawa Barat","Drs. H. Sjaifullah, MM","Agung Elfa Gumilang","17158","C-2076.HT.01.02","29 Jun 2007","5"
"AO0597","KH. ABDUL WACHID HASJIM LAMONGAN","JL. RAYA 32 PARENGAN MADURAN LAMONGAN, PARENGAN, Kec. Maduran, Kab. Lamongan Prov. Jawa Timur","H. ROFI' ASHARI, Lc","WAHID AGUS SETIAWAN","62261","34","31 Jan 2015","3"
"AB3066","Yayasan Ulul Albab Maron","Jl. Kusuma Gg. Pekalen Desa Maron Kidul, -, Kec. Maron, Kab. Probolinggo Prov. Jawa Timur","Ahmad Muhtarom, M.Pd","Moh. Nurul Yakin","67276","02","02 Jun 2008","3"
"AK2460","MAQNA'UL ULUM","Jln Pahlawan No.02, -, Kec. Sukowono, Kab. Jember Prov. Jawa Timur","KH. MAHRUS MUHITH NAHRAWI, S.Ag","FATHORRAZI","68194","6","18 Jun 2014","4"
"AL2267","DAMAR BANGSA SUKABUMI","Jalan Palasari Kilometer 2 Nomor 41, Palasari Hilir, Kec. Parungkuda, Kab. Sukabumi Prov. Jawa Barat","YULI PRAMELIA PRATAMA","VIHAR RISKANDAR RIA","43357","02.-","15 Sep 2015","2"
"AB9896","Al-Amanah Rimbo Bujang","Komplek Masjid Al-Muhajirin, Purwoharjo, Kec. Rimbo Bujang, Kab. Tebo Prov. Jambi","Ahmad Muhlis Tamami","RIDWAN CHARIS","37253","23","16 Nov 2011","2"
"AC9574","YAYASAN BANTEN RAYA CIKULUR","Jl. Raya Rangkasbitung-Cileles Km.16,2-Cikulur, Muncangkopong, Kec. Cikulur, Kab. Lebak Prov. Banten","DRS. H. SUDJANA","TITA ROSITA","42356","006/YPBR/A'84","29 Jun 1984","3"
"AH6013","Insan Kamil Beriman Balikpapan","Jl. Ksatrian, Graha Indah, Kec. Balikpapan Utara, Kota Balikpapan Prov. Kalimantan Timur","H.M. Roem Arbain, BSc","ISTIKAH","76126","03","07 May 2014","3"
