"npsn","tanggal_pendirian","tanggal_operasional"
"40209782","10-08-2010","27-02-2012"
"40300203","29-07-2004","29-07-2004"
"40300216","15-05-1999","26-11-2020"
"40300217","30-12-1991","22-04-2016"
"40301032","20-12-1986","23-11-2020"
"40301039","06-11-1989","16-02-2021"
"40301044","06-09-1995","06-09-1995"
"40301854","-","-"
"40302143","01-01-1901","01-01-1900"
"40302558","10-11-1992","04-04-2022"
"40302560","13-06-2012","09-03-2023"
"40302561","27-09-2001","27-09-2001"
"40303661","01-02-1968","26-01-2017"
"40303981","11-09-2006","02-04-2005"
"40303982","01-01-1969","26-01-2017"
"40304501","-","-"
"40304502","15-08-2001","15-08-2001"
"40304838","30-12-2003","20-01-2004"
"40305086","05-07-1988","28-11-1988"
"40305471","05-04-1968","17-06-1992"
"40305472","23-12-1964","23-12-1964"
"40305822","05-05-1977","02-11-2023"
"40305823","01-06-1990","01-06-1990"
"40306080","24-09-1998","02-05-1996"
"40306528","15-10-1967","15-10-1967"
"40306554","23-04-1988","23-12-1987"
"40307380","01-01-1900","01-01-1900"
"40307385","01-01-1900","01-01-1900"
"40307386","15-01-1970","15-01-1970"
"40307389","12-04-1999","16-09-2023"
"40307391","06-11-1989","05-12-2016"
"40307393","23-12-1998","06-10-2021"
"40307394","27-05-1992","27-12-2023"
"40307397","16-05-2001","16-05-2001"
"40307402","29-06-1978","18-08-2021"
"40307697","08-10-1964","13-10-2016"
"40307698","26-01-2017","26-01-2017"
"40307700","",""
"40307701","10-07-1989","13-12-2022"
"40307703","04-07-1995","20-05-2014"
"40307704","25-07-1959","15-12-2022"
"40307705","01-01-1900","-"
"40307805","25-01-2001","25-01-2001"
"40307842","02-02-1996","26-06-1998"
"40307845","28-10-2014","28-10-2014"
"40307846","27-12-1990","27-12-1990"
"40308584","16-07-1982","09-12-1993"
"40308586","12-07-2005","12-07-2005"
"40308587","10-07-2005","10-07-2005"
"40308938","26-01-2017","26-01-2017"
"40309323","30-03-2012","12-08-2012"
"40309866","11-06-1988","12-12-2022"
"40309867","-","-"
"40309868","01-01-1900","30-06-1989"
"40309869","-","-"
"40309871","08-08-1995","08-08-1995"
"40309876","31-10-2001","13-12-2022"
"40309877","01-01-1900","-"
"40309879","03-05-2004","14-04-2004"
"40309881","03-07-2004","03-07-2004"
"40309883","29-10-2003","26-01-2017"
"40309885","10-11-1983","26-10-1992"
"40309887","04-02-1993","03-02-1993"
"40309892","-","09-06-2000"
"40309894","27-10-1979","13-01-2022"
"40309895","01-01-1900","19-05-2022"
"40310225","19-04-2007","19-04-2007"
"40310229","05-06-1991","14-08-2020"
"40310822","01-01-1901","01-01-1900"
"40310847","01-05-2003","30-05-2005"
"40311875","10-11-1967","22-05-2006"
"40311879","07-02-2007","07-02-2007"
"40311897","01-01-1900","11-08-2016"
"40311961","",""
"40311962","",""
"40311963","15-07-1995","15-04-2021"
"40311966","05-08-1958","22-10-2013"
"40311967","26-01-2017","26-01-2017"
"40311969","31-12-1975","31-12-1975"
"40311971","08-03-1968","09-12-1976"
"40311976","18-03-1989","19-04-1989"
"40311981","09-01-2015","18-04-2005"
"40312098","07-06-2004","07-06-2004"
"40312447","12-07-1993","21-12-2016"
"40312505","27-10-2003","27-10-2003"
"40312506","05-02-2004","05-02-2004"
"40312507","07-05-2004","07-05-2004"
"40312509","22-08-2005","23-08-2005"
"40312510","21-09-2005","21-09-2005"
"40313024","17-11-2000","17-11-2000"
"40313133","",""
"40313196","04-06-1998","30-09-2016"
"40313225","",""
"40313227","07-06-2001","07-06-2001"
"40313233","",""
"40313235","",""
"40313292","24-09-1998","12-10-2020"
"40313412","28-04-1994","16-10-2023"
"40313480","06-08-2004","06-08-2004"
"40313746","21-06-2010","16-02-2021"
"40313776","24-09-2004","04-06-2004"
"40314063","26-02-2007","26-02-2007"
"40314070","12-09-2007","09-07-2021"
"40314104","16-03-1985","07-07-1979"
"40314167","25-11-2006","22-06-2022"
"40314168","-","27-11-2006"
"40314169","13-08-2007","23-07-2007"
"40314170","07-04-2010","12-10-2022"
"40314171","01-07-2007","30-03-2011"
"40314178","01-01-1901","02-09-2013"
"40314322","",""
"40314329","28-12-2007","02-06-2019"
"40314525","12-05-2008","27-07-2010"
"40314526","-","-"
"40314656","05-01-2008","09-10-2008"
"40314662","01-07-2006","24-09-2007"
"40315141","01-01-1900","-"
"40315288","25-06-2009","27-12-2023"
"40315369","09-01-2012","09-01-2012"
"40315455","10-03-2008","11-11-2020"
"40315469","27-08-2015","13-01-2009"
"40316113","03-01-1983","01-02-1985"
"40316316","08-05-2015","02-04-2009"
"40316697","01-01-1900","01-01-1900"
"40317802","30-10-2008","30-10-2008"
"40317974","13-02-2008","21-05-2023"
"40318149","02-12-2008","11-11-2022"
"40318213","-","-"
"40318220","01-01-2009","26-01-2017"
"40318322","10-06-2009","19-10-2023"
"40318362","06-07-2009","11-04-2023"
"40318401","-","-"
"40318429","29-12-2009","25-06-2010"
"40318450","",""
"40318609","-","20-01-2005"
"40318985","01-12-2006","16-04-2010"
"40319044","15-01-2015","12-05-2011"
"40319064","-","-"
"40320558","",""
"40320560","04-12-2012","04-12-2012"
"40400756","01-01-1900","10-01-2022"
"40400772","05-10-1994","14-12-2022"
"40402627","-","-"
"40402629","03-01-1975","13-01-1975"
"40402631","01-01-1900","01-01-1900"
"40402774","01-01-1900","15-11-1963"
"40402776","01-01-1967","01-01-1967"
"40402870","05-05-1992","01-01-1900"
"40402944","02-05-2005","03-01-2006"
"40402961","16-09-2004","16-09-2004"
"40402983","03-06-1999","03-06-1999"
"40403187","21-08-2007","21-08-2007"
"40403297","03-01-2022","03-01-2022"
"40403561","03-01-2022","03-01-2022"
"40403569","01-01-2003","03-01-2022"
"40403570","01-01-2003","03-01-2022"
"40403571","01-07-2004","01-07-2004"
"40403607","29-08-2012","29-08-2012"
"40403612","01-01-1900","13-02-2023"
"40403669","01-01-1900","17-01-2014"
"40403670","03-02-2007","03-02-2007"
"40404099","11-12-2006","05-03-2007"
"40404105","01-01-1900","05-04-2014"
"40404180","25-05-2007","01-01-1900"
"40404213","02-05-2013","03-01-2022"
"40404230","28-08-2007","28-08-2007"
"40404251","02-05-2013","03-01-2022"
"40404273","21-07-2008","21-07-2008"
"40404280","25-04-2009","24-04-2009"
"40404436","30-08-2006","21-05-2008"
"40404553","13-03-2009","27-08-2008"
"40404603","03-01-2022","03-01-2022"
"40404658","02-05-1990","03-01-2022"
"40404659","03-03-2009","03-03-2009"
"40404711","03-01-2022","03-01-2022"
"40404741","07-02-2010","21-05-2014"
"40404751","29-11-2009","29-11-2009"
"40404988","20-07-2011","20-07-2011"
"40404991","03-02-2009","30-07-2009"
"40404998","07-07-2010","20-06-2011"
"40405208","",""
"40405230","02-03-2011","22-03-2011"
"40405292","11-07-2009","11-07-2011"
"40405844","01-01-1900","-"
"40406060","02-01-2012","02-01-2012"
"40500148","26-07-2004","21-02-2007"
"40500149","02-05-2005","21-02-2007"
"40500164","16-08-2004","17-08-2004"
"40500181","18-07-2003","18-07-2003"
"40500366","20-07-2000","08-05-2000"
"40500380","01-01-1900","-"
"40500459","01-01-1900","18-08-2020"
"40500744","20-10-1999","20-10-1999"
"40500895","12-10-2003","12-10-2003"
"40501062","30-07-2004","30-07-2004"
"40501063","11-04-1977","26-11-1978"
"40501064","01-01-1900","01-01-1900"
"40501577","20-03-1992","18-08-2020"
"40501817","01-01-1900","01-01-1900"
"40501849","01-08-2020","24-08-2020"
"40502684","20-10-2010","03-03-2011"
"40502706","08-05-2017","27-12-2013"
"40502727","24-08-2010","24-08-2020"
"40502732","03-08-2009","03-08-2009"
"40503115","12-01-2011","10-07-2010"
"40600212","30-09-2004","30-09-2004"
"40600223","",""
"40600634","07-01-2004","01-07-2004"
"40600635","24-09-1988","24-09-1988"
"40600647","07-11-2003","07-11-2003"
"40600657","30-06-2004","30-06-2004"
"40600658","22-11-2004","18-01-2022"
"40600659","28-09-1978","28-09-1978"
"40601037","10-02-2007","10-02-2007"
"40601048","25-02-2003","30-06-2012"
"40601049","03-01-2005","18-01-2022"
"40601050","29-06-2004","29-06-2004"
"40601313","17-03-2004","17-03-2004"
"40601315","09-11-1983","18-07-2016"
"40601489","15-01-1969","18-01-2022"
"40602557","16-05-2008","18-01-2022"
"40602587","07-12-2006","27-09-2006"
"40602681","",""
"40602682","14-09-2004","18-01-2022"
"40604267","15-03-2007","16-05-2007"
"40604356","13-06-2005","18-01-2022"
"40604358","14-11-2006","30-12-2022"
"40604382","09-04-2006","09-04-2006"
"40604622","28-02-2007","01-12-2007"
"40604626","15-07-2008","15-07-2008"
"40604651","24-06-2008","07-07-2008"
"40605146","01-04-2008","21-05-2008"
"40605150","03-06-2008","03-06-2008"
"40605152","21-02-2008","29-03-2008"
"40605505","18-02-2010","29-09-2011"
"40605523","29-09-2011","29-09-2011"
"40605629","25-11-2011","25-10-2011"
"50100288","22-11-1954","22-11-1954"
"50100289","05-03-1997","16-05-1997"
"50100290","01-01-1900","09-12-1976"
"50100291","30-07-1980","30-07-1980"
"50100295","",""
"50100296","",""
"50100799","01-07-1996","01-08-1997"
"50100803","02-08-1972","02-08-1972"
"50100822","01-08-1956","04-09-1985"
"50100823","",""
"50101687","01-07-1988","09-01-1989"
"50101689","30-04-2001","30-04-2001"
"50102005","27-04-2001","27-04-2001"
"50102015","",""
"50102018","22-01-1976","22-01-1976"
"50102019","31-07-2013","31-07-2013"
"50102020","-","-"
"50102023","09-01-1989","26-10-1988"
"50102024","11-05-2000","11-05-2000"
"50102049","09-01-1989","09-01-1989"
"50102352","01-01-1900","09-03-2015"
"50102353","14-08-1969","14-03-2022"
"50102553","01-10-1970","15-08-2012"
"50102570","19-04-2004","19-04-2004"
"50102571","-","-"
"50102574","28-04-2005","28-04-2005"
"50102772","01-01-1971","01-01-1971"
"50103112","12-06-2006","11-08-2022"
"50103116","01-01-1976","01-01-1976"
"50103117","12-11-1965","12-11-1965"
"50103118","24-09-1962","24-09-1962"
"50103130","11-03-1987","11-03-1987"
"50103356","02-12-2005","02-12-2005"
"50103366","01-07-2005","17-07-2006"
"50103387","18-10-2006","29-12-2006"
"50103391","23-06-2003","23-06-2003"
"50103438","06-07-2004","06-07-2004"
"50103611","21-01-2009","21-01-2009"
"50103615","11-10-2005","29-11-2007"
"50103635","09-01-1989","09-01-1989"
"50103638","14-03-1989","26-06-1998"
"50103643","10-11-2006","10-11-2006"
"50103676","",""
"50103730","12-05-2017","24-10-2005"
"50103731","22-10-2002","25-05-2002"
"50103737","",""
"50103853","01-01-1900","08-11-2008"
"50103858","19-06-2008","19-06-2008"
"50103880","12-03-2009","12-03-2009"
"50103897","25-05-2007","17-06-2010"
"50103908","27-05-2009","27-05-2009"
"50104205","08-04-2008","08-04-2008"
"50104209","09-12-1983","02-12-2009"
"50104210","01-01-1900","02-12-2009"
"50104217","15-08-2011","03-06-2010"
"50105403","20-05-2009","23-03-2009"
"50105411","",""
"50105447","11-10-2010","30-12-2010"
"50105495","02-06-1968","14-07-2011"
"50105524","06-06-2011","06-06-2011"
"50105525","07-04-2011","15-04-2011"
"50105540","20-02-2008","21-09-2007"
"50105543","25-06-2012","25-06-2012"
"50105598","07-11-2011","12-01-2012"
"50105647","11-01-2011","25-06-2012"
"50200373","-","-"
"50200388","02-05-2004","02-05-2006"
"50200389","06-05-2003","05-05-2005"
"50201370","22-07-2004","22-07-2004"
"50202494","12-08-2020","12-06-2003"
"50202497","14-03-1989","01-07-1988"
"50203304","01-01-1900","01-01-1900"
"50203317","09-12-1976","30-07-1980"
"50203318","",""
"50203683","10-01-1974","10-01-1990"
"50203698","14-11-2012","14-11-2012"
"50203699","20-10-1999","20-10-1999"
"50204465","01-01-1900","01-01-1900"
"50204466","15-05-2000","03-05-2000"
"50204468","-","-"
"50204486","06-03-2004","06-03-2004"
"50204504","06-03-1968","06-03-1968"
"50204506","02-01-1968","22-11-2022"
"50204507","01-01-1900","01-01-1900"
"50205218","27-07-2006","27-07-2006"
"50205331","02-08-2005","02-08-2005"
"50205416","02-05-2005","02-05-2006"
"50205480","26-07-2007","26-07-2007"
"50205626","21-04-2004","15-04-2004"
"50205627","28-01-2003","28-01-2003"
"50205630","-","-"
"50205719","05-05-2003","27-03-2007"
"50205727","25-03-2008","25-03-2008"
"50205728","14-07-2009","29-08-2007"
"50205730","03-07-2006","15-02-2008"
"50219522","30-06-2008","30-06-2008"
"50219524","15-07-2006","15-07-2006"
"50219545","-","-"
"50219546","-","-"
"50219590","22-02-2001","09-10-2006"
"50219594","03-05-2008","29-01-2009"
"50219595","14-01-2009","11-03-2009"
"50219596","01-07-2008","19-03-2009"
"50219597","22-09-2008","30-03-2009"
"50219598","01-04-2009","01-04-2009"
"50219638","-","-"
"50219640","31-03-2007","14-03-2008"
"50219642","-","-"
"50219644","01-01-1900","05-08-2008"
"50219656","06-03-1984","28-07-2008"
"50219659","22-08-2009","22-08-2009"
"50219664","08-02-2011","08-02-2011"
"50219696","03-07-2009","13-07-2020"
"50219697","19-03-1991","06-02-1991"
"50219771","30-07-2009","30-07-2009"
"50219805","06-08-2009","06-08-2009"
"50219898","20-02-2007","29-07-2008"
"50219957","26-05-2008","26-05-2008"
"50219959","26-05-2009","26-05-2009"
"50220291","15-05-2008","22-11-2010"
"50220299","28-12-2010","28-12-2010"
"50220315","10-08-2010","31-12-2010"
"50220316","-","-"
"50220317","30-12-2010","30-12-2010"
"50220379","30-06-2008","30-06-2008"
"50220413","25-09-2009","25-09-2009"
"50220569","10-03-2007","31-08-2007"
"50220635","17-06-2011","09-09-2011"
"50220706","06-06-2011","30-07-2012"
"50220723","07-07-2009","24-10-2011"
"50220756","07-02-2011","07-02-2011"
"50222065","13-08-2012","08-03-2010"
"50222287","01-01-1900","-"
"50222329","-","-"
"50222355","15-07-2011","01-05-2012"
"50222361","-","-"
"50227770","",""
"50227771","21-05-2009","17-11-2014"
"50300264","01-01-1900","01-01-1900"
"50300588","01-08-1971","06-11-2020"
"50300590","01-01-1900","18-12-2020"
"50301010","12-08-2004","12-08-2004"
"50301671","28-04-2011","27-08-2021"
"50301892","01-01-1900","01-01-1971"
"50301893","08-01-1975","03-11-2020"
"50302270","15-07-1985","15-07-1985"
"50302298","09-01-1986","27-06-1987"
"50302300","14-11-2003","03-12-2020"
"50302302","07-04-1994","08-02-2022"
"50302303","23-08-1994","05-07-2021"
"50302316","21-02-1961","15-09-2020"
"50302628","28-07-1978","21-07-1986"
"50302629","19-12-2000","19-12-2000"
"50302959","-","-"
"50302966","18-01-1995","18-01-1978"
"50303347","01-01-1900","20-06-1983"
"50303771","24-04-2003","08-04-2022"
"50303772","01-01-1900","-"
"50304071","-","-"
"50304079","26-01-1987","01-09-2021"
"50304377","01-01-1900","01-01-1900"
"50304390","03-09-2003","16-09-2004"
"50304391","01-01-1972","20-09-2006"
"50304612","06-01-2006","06-01-2006"
"50304778","05-06-2023","05-06-2023"
"50304940","-","-"
"50304941","-","-"
"50304969","18-04-1970","18-04-1970"
"50304991","10-08-2023","10-08-2023"
"50304993","01-01-1901","23-05-2015"
"50304994","03-09-1971","15-08-1975"
"50304995","12-10-1983","08-11-2012"
"50304996","10-07-1998","31-01-2024"
"50304997","25-08-1965","18-01-2021"
"50305138","-","-"
"50305139","20-09-2006","05-08-2022"
"50305265","-","-"
"50305308","14-10-1980","28-06-2021"
"50305392","-","-"
"50305393","01-01-1900","01-01-1900"
"50305395","25-05-2004","17-03-2009"
"50305396","12-12-1968","13-10-2020"
"50305714","14-12-1976","14-12-1976"
"50305769","-","-"
"50305770","15-09-2004","16-07-2012"
"50305904","29-04-2009","01-05-1973"
"50305908","11-07-2018","03-06-2021"
"50306153","09-07-2007","16-08-2021"
"50306189","-","-"
"50306213","01-01-1900","01-01-1900"
"50307306","20-11-1984","13-01-2021"
"50307308","08-05-2002","24-06-2022"
"50307309","27-11-2008","27-11-2008"
"50307310","27-11-2008","05-07-2006"
"50308201","01-01-1900","06-03-2005"
"50308344","13-07-2009","13-07-2009"
"50308481","-","-"
"50308525","26-06-2010","26-06-2010"
"50308609","25-09-2010","-"
"50308936","11-04-2011","25-08-2023"
"50308996","01-01-1901","14-03-2009"
"50309014","",""
"50309041","01-03-2010","01-03-2010"
"50309049","-","28-05-2014"
"50309053","06-06-2006","21-01-2010"
"50309163","10-02-2010","10-03-2010"
"50309199","01-03-2010","01-03-2010"
"50309204","05-03-2010","09-09-2019"
"50309206","21-08-2023","10-08-2023"
"50309372","27-03-2004","27-03-2004"
"50309397","05-11-2011","-"
"50310692","01-02-2010","01-02-2012"
"57580133","18-12-2014","15-07-2010"
"60100166","19-10-1983","08-02-2000"
"60100168","22-04-2004","18-07-2019"
"60100189","01-03-2004","01-03-2004"
"60100352","23-08-1993","23-08-1993"
"60100824","01-01-1900","27-06-2019"
"60100827","31-12-1981","06-05-2013"
"60100972","01-01-1900","27-06-1990"
"60101451","10-10-2005","27-06-2019"
"60101461","15-08-2005","10-10-2005"
"60101662","22-04-2017","27-06-2019"
"60101798","31-08-2005","31-08-2005"
"60101799","01-01-1900","28-07-2005"
"60101806","18-07-1989","11-11-2020"
"60101807","01-01-1900","-"
"60101987","-","-"
"60101998","30-09-1965","30-09-1965"
"60102001","-","-"
"60102251","01-01-1901","01-01-1900"
"60102304","27-06-2019","27-06-2019"
"60102720","16-07-2007","16-07-2007"
"60102756","10-10-2005","10-10-2005"
"60102778","01-01-1901","17-02-2006"
"60103080","27-06-2019","27-06-2019"
"60103099","-","-"
"60103429","03-05-2005","27-06-2019"
"60103540","29-05-2007","18-07-2007"
"60103612","26-08-2009","27-06-2019"
"60103613","06-03-2008","06-03-2008"
"60103627","21-04-2008","27-07-2019"
"60103636","18-03-2009","27-06-2019"
"60103671","08-01-2007","06-06-2007"
"60103850","10-10-2005","10-10-2005"
"60103851","01-01-1900","01-01-1900"
"60103852","10-10-2005","27-06-2019"
"60103906","08-07-2010","27-06-2019"
"60103929","27-06-2011","27-06-2011"
"60103952","30-07-2011","11-03-2011"
"60103991","16-06-2011","16-06-2011"
"60105434","01-01-1900","17-01-2005"
"60105436","27-06-2019","27-06-2019"
"60200299","01-01-1900","13-09-2013"
"60200551","-","-"
"60200552","02-02-2003","09-11-2020"
"60200658","-","-"
"60200659","12-01-2004","01-01-1900"
"60200778","16-10-1995","05-07-2022"
"60200784","31-05-2010","31-05-2010"
"60200947","23-09-2012","23-09-2012"
"60200948","27-02-2004","29-04-2016"
"60201150","-","-"
"60201931","22-02-2007","22-02-2007"
"60201932","07-05-2007","07-05-2007"
"60201996","01-01-1900","-"
"60201997","01-01-1900","-"
"60202077","13-03-2008","26-04-2016"
"60202243","22-02-2007","09-11-2020"
"60202244","21-04-2007","09-11-2020"
"60202245","-","-"
"60202246","22-06-2007","09-11-2020"
"60202338","-","-"
"60202449","-","18-06-2008"
"60202463","11-07-2008","09-11-2020"
"60202879","01-01-1900","-"
"60203442","01-01-1900","11-02-2008"
"60203601","01-01-1901","01-01-1900"
"60203641","01-01-2007","01-01-2007"
"60203686","01-01-1900","02-01-2015"
"60205565","05-08-2010","28-12-2011"
